name,salary_from,salary_to,salary_currency,area_name,published_at
Заточник,50000,,RUR,Новокузнецк,2022-12-21T10:22:03+0300
Сервис-инженер (хроматографист) по аналитическому оборудованию,150000,150000,RUR,Москва,2022-12-21T10:49:14+0300
Техник по обслуживанию терминалов/банкоматов,,68000,RUR,Москва,2022-12-21T10:26:25+0300
Senior Frontend-разработчик Vue.js,170000,200000,RUR,Москва,2022-12-21T10:35:33+0300
Руководитель проектов в Колл центр,250000,350000,KZT,Алматы,2022-12-21T11:53:26+0300
Фрезеровщик,100000,,RUR,Воскресенск,2022-12-21T11:34:10+0300
Инженер по информационным системам,,50000,RUR,Улан-Удэ,2022-12-21T11:11:18+0300
Работник торгового зала,24000,33000,RUR,Кемерово,2022-12-21T11:14:16+0300
Специалист технической поддержки/Helpdesk,,75000,RUR,Москва,2022-12-21T10:31:45+0300
Чертёжник,3000000,5000000,UZS,Ташкент,2022-12-21T11:44:14+0300
Инженер/Сервисный инженер по обслуживанию слаботочных систем,70000,90000,RUR,Санкт-Петербург,2022-12-21T11:25:22+0300
Руководитель проектов IT (продуктовая разработка ПО),140000,180000,RUR,Москва,2022-12-21T10:09:33+0300
Художник по свету,45000,,RUR,Санкт-Петербург,2022-12-21T10:11:47+0300
Программист 1С в офис,80000,100000,RUR,Вологда,2022-12-21T10:54:21+0300
Ведущий сервисный инженер (ViPNet),90000,,RUR,Екатеринбург,2022-12-21T11:08:57+0300
Менеджер проекта по схемному трафику (iGaming/Betting),150000,200000,RUR,Москва,2022-12-21T11:21:45+0300
Инженер-механик производственного предприятия,50000,,RUR,Ростов-на-Дону,2022-12-21T10:11:05+0300
Программист 1С,100000,150000,RUR,Казань,2022-12-21T10:02:22+0300
Монтажник по подключениям интернет,95000,,RUR,Одинцово,2022-12-21T10:05:21+0300
"Механик по автотранспорту (д. Толстопальцево, р-н аэропорта Внуково)",80000,90000,RUR,Москва,2022-12-21T11:02:19+0300
Аналитик бизнес-процессов,,100000,RUR,Москва,2022-12-21T11:50:57+0300
Наладчик технического оборудования,50000,80000,RUR,Кострома,2022-12-21T11:14:45+0300
Оператор - наладчик станков с ЧПУ,45000,95000,RUR,Пермь,2022-12-21T11:41:07+0300
Специалист на кромкооблицовочный станок,800,,BYR,Брест,2022-12-21T11:50:42+0300
Инженер-системотехник,,50000,RUR,Хабаровск,2022-12-21T10:47:53+0300
Специалист по обработке данных (отдел закупок),30000,,RUR,Нижний Новгород,2022-12-21T11:09:01+0300
Разработчик 1C,,180000,RUR,Москва,2022-12-21T11:47:26+0300
Токарь-фрезеровщик,200000,,KZT,Усть-Каменогорск,2022-12-21T10:25:10+0300
Специалист технической поддержки,,50000,RUR,Москва,2022-12-21T10:10:58+0300
Сборщик шкафов управления и автоматики,30000,,RUR,Димитровград,2022-12-21T10:18:44+0300
Ведущий специалист по информационной безопасности,22000,,RUR,Краснодар,2022-12-21T11:11:20+0300
Специалист технической поддержки,22000,27000,RUR,Калуга,2022-12-21T10:33:32+0300
Инженер по ремонту материнских плат и видеокарт,50000,150000,RUR,Москва,2022-12-21T11:02:59+0300
Фрезеровщик,100000,,RUR,Воскресенск,2022-12-21T11:34:31+0300
Инженер в отдел по работе с заказчиками,65000,70000,RUR,Санкт-Петербург,2022-12-21T10:16:14+0300
Оператор станков с ЧПУ,45000,48000,RUR,Кострома,2022-12-21T10:10:20+0300
Наладчик технологического оборудования,40000,60000,RUR,Самара,2022-12-21T11:04:53+0300
Электромеханик,60000,60000,RUR,Дзержинский,2022-12-21T11:47:31+0300
Оператор станка,50000,,RUR,Ростов-на-Дону,2022-12-21T10:16:34+0300
"Аналитик бизнес-процессов (производство, 1С ERP)",130000,,RUR,Королев,2022-12-21T10:54:09+0300
Монтажник слаботочных сетей,30000,60000,RUR,Тюмень,2022-12-21T11:10:35+0300
Столяр/станочник форматно-раскроечного станка,800,,BYR,Брест,2022-12-21T11:25:29+0300
Golang разработчик / GO developer,180000,250000,RUR,Новосибирск,2022-12-21T11:33:25+0300
Инженер (сервисная служба),82000,92000,RUR,Москва,2022-12-21T10:09:09+0300
Заместитель начальника горного цеха,60000,60000,RUR,Тольятти,2022-12-21T11:21:46+0300
Фрезеровщик,50000,80000,RUR,Тула,2022-12-21T11:25:17+0300
Заместитель директора/Начальник ПЦН,80000,,RUR,Санкт-Петербург,2022-12-21T10:05:34+0300
Системный администратор,27000,,RUR,Уфа,2022-12-21T11:37:39+0300
Системный администратор,53700,,RUR,Санкт-Петербург,2022-12-21T10:47:56+0300
Системный администратор информационно-коммуникационных систем,30000,,RUR,Самара,2022-12-21T10:42:05+0300
Разработчик 1С Битрикс,500000,1000000,KZT,Астана,2022-12-21T10:19:25+0300
Сервисный инженер (мониторинг ViPNet),50000,,RUR,Екатеринбург,2022-12-21T11:08:57+0300
Монтажник РЭА (Ремонтник),65000,,RUR,Санкт-Петербург,2022-12-21T10:16:23+0300
Дизайнер,,85000,RUR,Москва,2022-12-21T10:16:08+0300
Тестировщик электронной аппаратуры,60000,80000,RUR,Москва,2022-12-21T10:22:20+0300
Менеджер продаж,34500,34500,RUR,Томск,2022-12-21T10:04:04+0300
Системный аналитик,50000,,RUR,Чебоксары,2022-12-21T10:27:27+0300
Специалист технической поддержки,60000,80000,RUR,Москва,2022-12-21T11:02:52+0300
Аналитик,40000,40000,RUR,Рязань,2022-12-21T10:29:50+0300
Оператор станков с ЧПУ,75000,,RUR,Одинцово,2022-12-21T10:12:12+0300
Специалист в IT отдел оптовой торговой компании,70000,,RUR,Москва,2022-12-21T11:26:31+0300
Главный архитектор проектов Цифровых решений,120000,,RUR,Уфа,2022-12-21T11:17:47+0300
Ведущий системный администратор,50000,,RUR,Санкт-Петербург,2022-12-21T11:10:50+0300
Менеджер проектов IT-решений,60000,200000,RUR,Екатеринбург,2022-12-21T10:58:46+0300
Сервис - инженер,95000,,RUR,Одинцово,2022-12-21T10:05:14+0300
Мастер по восстановлению камер смартфонов Apple,80000,,RUR,Москва,2022-12-21T11:41:52+0300
Программист 1С,180000,,RUR,Москва,2022-12-21T11:17:43+0300
Маркетолог-аналитик,50000,,RUR,Челябинск,2022-12-21T11:56:03+0300
Product Manager/Архитектор продуктов,85000,,RUR,Москва,2022-12-21T11:59:50+0300
Токарь,64000,92500,RUR,Тайга,2022-12-21T11:33:47+0300
Программист 1C,100000,,RUR,Липецк,2022-12-21T11:03:50+0300
"Оператор станков с ЧПУ (Heavicut 5.3 TDV, Makino D800Z)",90000,100000,RUR,Красноярск,2022-12-21T10:18:25+0300
Технолог-программист,2500,,BYR,Минск,2022-12-21T11:59:11+0300
Главный редактор,70000,80000,RUR,Ставрополь,2022-12-21T11:13:44+0300
Механик (выпуск на линию),,54683,RUR,Обнинск,2022-12-21T10:44:30+0300
Механик по сервису,60000,150000,RUR,Красноярск,2022-12-21T11:27:49+0300
Инженер ОПС,50000,60000,RUR,Красноярск,2022-12-21T10:13:59+0300
Фрезеровщик,,60000,RUR,Железногорск (Красноярский край),2022-12-21T10:18:25+0300
Программист 1С,,200000,RUR,Санкт-Петербург,2022-12-21T10:27:47+0300
Software developer,150000,,RUR,Санкт-Петербург,2022-12-21T10:47:40+0300
Ведущий специалист Департамента информационных технологий,120000,120000,RUR,Москва,2022-12-21T10:10:39+0300
Инженер-механик (малая механизация и транспорт),80000,85000,RUR,Москва,2022-12-21T10:48:19+0300
Региональный представитель/Руководитель проектов по внедрению металлорежущего инструмента,60000,90000,RUR,Казань,2022-12-21T10:22:14+0300
QA Lead (Platform V),230000,,RUR,Москва,2022-12-21T11:20:55+0300
Токарь,64000,92500,RUR,Салаир,2022-12-21T11:33:48+0300
Программист-стажер 1С,30000,,RUR,Москва,2022-12-21T10:12:10+0300
Специалист IT (системный администратор),40000,,RUR,Самара,2022-12-21T10:47:01+0300
Программист САПР,100000,,RUR,Королев,2022-12-21T11:00:12+0300
